Incident,Summary,label
PROPERTY Damaged Property,A student reported that the rear bumper was damaged while her vehicle was parked at the location.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-GRAND Theft Grand-Plain,A suspect removed a dental tool and attachments.,2
DISTURBANCE Disturbing The Peace,A non-USC female reported that the behavior of a security guard stationed at the location caused her to feel uncomfortable.,1
THEFT-GRAND PERSON Attempt Grand Theft Person,"Two juveniles were arrested, cited and released to their guardians after attempting to snatch a student's purse from her grasp.",3
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after injuring his shoulder.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
VANDALISM Vandalism-Misdemeanor,A suspect cut the battery cables on a non-USC male's vehicle while it was parked at the location.,2
TRAFFIC Traffic Collision With Injuries,"A staff member driving a University vehicle collided with a non-USC female driving her personal vehicle, causing moderate damage. The female sustained a back injury and was examined and released at the scene.",3
SERVICE Illness Response,A non-USC female suffering from an unspecified illness was transported to a local hospital for medical treatment.,2
THEFT-PETTY Theft Petty-Plain,A suspect removed a computer keyboard.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
WARRANT Warrant Arrest,A non-USC male who was involved in a traffic collision near the location was arrested for an outstanding warrant.,2
"DISORDERLY CONDUCT Prowling, Loitering",A suspect was arrested for prowling in the bike racks outside the location.,1
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
TRAFFIC Traffic Collision Without Injuries,"A student driving his personal vehicle collided with a non-USC female driving her personal vehicle, causing moderate damage.",2
ALARM RESPONSE Environmental Alarm,A radiation alarm was activated by the contents of a trash bag.,3
SERVICE Welfare Check,A welfare check was conducted on a non-USC male at the location after he reportedly threatened to harm himself. The male was unharmed.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
TRAFFIC Traffic Collision Without Injuries,"A non-USC male drove his vehicle into a University tram driven by a staff member, causing mirror damage.",2
BURGLARY-MOTOR VEHICLE Burglary-Motor Vehicle,,4
SERVICE Injury Response,A student was transported to a local hospital for medical treatment after cutting his thumb on a saw.,2
ALCOHOL Drunk In Public,A non-USC male was arrested for public intoxication.,2
NARCOTICS Possession of Drug Paraphernalia,A suspect who was detained for drinking in the alley behind the location was arrested for possession of a controlled substance and drug paraphernalia.,3
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Welfare Check,"A welfare check was conducted on a student who was reported to have harmed herself. The student had several minor self inflicted cuts to her ankle, but she declined medical treatment and the officers cleared the scene after she made an appointment for counseling the following day.",2
TRAFFIC Traffic Collision With Injuries,"A student was struck by a vehicle while riding her bicycle near the location. The student sustained an abrasion to her leg, but she did not desire medical treatment.",3
TRAFFIC Traffic Collision With Injuries,"A non-USC male on a motorcycle collided with a student driving her personal vehicle, causing minor damage.",3
BURGLARY Burglary-Commercial,A suspect removed two televisions.,3
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
PROPERTY Damaged Property,A staff member reported that the rear driver's side fender was scratched while her vehicle was parked at the location.,1
PROPERTY Damaged Property,A student reported that the rear bumper was damaged while her vehicle was parked at the location.,1
SERVICE Injury Response,A student was examined and released at the scene after sustaining a bruise to her face while diving into a pool.,2
EXTORTION Extortion,A student reported that a suspect attempted to extort money from him by threatening to post a sexually explicit video of him on a social media site.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Drunk In Public,An intoxicated student was examined and released into the care of his roommate.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Injury Response,A toddler was examined and released to his father after bumping his head on a stairway railing.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Injury Response,A non-USC female was transported within the facility for medical treatment after falling and injuring her knee.,2
TRAFFIC Traffic Collision With Injuries,A staff member was struck by a vehicle while riding his skateboard near the location. The staff member sustained an injury to his leg and he was transported to SHC for medical treatment.,3
INCIDENT Domestic Dispute,A staff member reported that she has obtained a restraining order against her husband following a domestic dispute.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
HARASSMENT Stalking,A student reported that a former student has been showing up at her work place uninvited and attempting to engage her in conversation and it has caused her to feel uncomfortable.,2
PROPERTY Damaged Property,A student reported that the rear bumper was damaged while her vehicle was parked at the location.,1
SEX OFFENSE Sexual Battery,"A student reported that another student, whom she declined to identify, has touched her inappropriately on multiple occasions.",4
PROPERTY Lost/Missing Property,A non-USC female reported currency missing from her purse.,1
THEFT-GRAND Theft Grand-Plain,"A suspect removed a wallet, three USC Id's and a cellular phone.",2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
DISTURBANCE Disturbing The Peace,A student reported that another student threatened him.,1
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
ALCOHOL Alcohol/Drug Overdose,An intoxicated student was examined and released into the care of her friends.,3
VANDALISM Vandalism-Misdemeanor,A suspect smashed a vending machine display window at the location.,2
ALCOHOL Alcohol/Drug Overdose,A student was transported to a local hospital for medical treatment following an alcohol overdose.,3
OBSCENE ACTIVITY Indecent Exposure,A student was reported to be walking around naked inside the location and when officers contacted him he stated that he had locked himself out of his room. The student's roommate was subsequently contacted and he provided clothing for the subject and opened their room.,2
THEFT-GRAND Theft Grand-Plain,"A suspect removed a laptop computer, a cellular phone and miscellaneous Id's.",2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
SERVICE Welfare Check,A welfare check was conducted on a non-USC male who was reported to be behaving erratically. LAFD responded to examine the male and he was released after declining further assistance.,2
THEFT-PETTY Theft Bicycle,A suspect removed a bicycle.,2
